Point ID,Points_m_XYZ_0,Points_m_XYZ_1,Points_m_XYZ_2,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
25518,-4.55431,12.8467,2.1588,13.8,628342687,34048,13.8,14,9,628342687,9
25519,-4.58754,12.9404,-1.20118,13.782,628342689,34048,13.782,38,10,628342689,-5
25520,-4.63956,13.1017,-0.728412,13.918,628342694,34050,13.918,30,12,628342694,-3
25521,-4.62263,13.0684,-0.24196,13.864,628342699,34052,13.864,26,14,628342699,-1
25522,-1.95041,5.5354,-1.57258,6.076,628342722,34059,6.076,5,0,628342722,-15
25523,-4.57715,12.9975,0.240529,13.782,628342724,34060,13.782,40,1,628342724,1
25524,-2.26377,6.43189,-1.57421,6.998,628342726,34061,6.998,12,2,628342726,-13
25525,-4.52554,12.8581,0.714386,13.65,628342729,34061,13.65,33,3,628342729,3
25526,-2.70556,7.69141,-1.58486,8.306,628342731,34062,8.306,7,4,628342731,-11
25527,-4.50012,12.8002,1.18706,13.62,628342733,34063,13.62,40,5,628342733,5
25528,-3.37637,9.60912,-1.61315,10.312,628342735,34064,10.312,5,6,628342735,-9
25529,-4.4805,12.7586,1.66035,13.624,628342738,34065,13.624,16,7,628342738,7
25530,-4.36586,12.4391,-1.61867,13.282,628342740,34066,13.282,11,8,628342740,-7
25531,-4.47179,12.748,2.13971,13.678,628342742,34067,13.678,14,9,628342742,9
25532,-4.50041,12.8296,-1.1895,13.648,628342745,34067,13.648,31,10,628342745,-5
25533,-4.55117,12.9888,-0.721294,13.782,628342749,34069,13.782,30,12,628342749,-3
25534,-4.54096,12.9742,-0.239936,13.748,628342754,34071,13.748,28,14,628342754,-1
25535,-1.93044,5.54035,-1.57207,6.074,628342777,34079,6.074,7,0,628342777,-15
25536,-4.48835,12.8888,0.238225,13.65,628342779,34080,13.65,42,1,628342779,1
25537,-2.24322,6.44528,-1.57556,7.004,628342781,34081,7.004,8,2,628342781,-13
25538,-4.43665,12.7475,0.707373,13.516,628342784,34081,13.516,30,3,628342784,3
25539,-2.66966,7.67485,-1.57952,8.278,628342786,34082,8.278,6,4,628342786,-11
25540,-4.41027,12.6859,1.17503,13.482,628342788,34083,13.482,45,5,628342788,5
25541,-3.33502,9.59846,-1.6094,10.288,628342791,34084,10.288,5,6,628342791,-9
25542,-4.39296,12.6504,1.64426,13.492,628342793,34085,13.492,22,7,628342793,7
25543,-4.31655,12.4374,-1.61647,13.264,628342795,34086,13.264,11,8,628342795,-7
25544,-4.3813,12.6311,2.1175,13.536,628342798,34087,13.536,14,9,628342798,9
25545,-4.41316,12.7229,-1.17817,13.518,628342800,34087,13.518,18,10,628342800,-5
25546,-4.47181,12.9065,-0.715851,13.678,628342805,34089,13.678,29,12,628342805,-3
25547,-4.4407,12.8312,-0.237004,13.58,628342809,34091,13.58,39,14,628342809,-1
25548,-1.90291,5.52331,-1.56534,6.048,628342832,34099,6.048,10,0,628342832,-15
25549,-4.40361,12.789,0.236096,13.528,628342834,34100,13.528,55,1,628342834,1
25550,-2.22134,6.45491,-1.57601,7.006,628342837,34101,7.006,9,2,628342837,-13
25551,-4.35157,12.6522,0.701197,13.398,628342839,34102,13.398,23,3,628342839,3
25552,-2.64477,7.68969,-1.58066,8.284,628342841,34102,8.284,7,4,628342841,-11
25553,-4.32451,12.5807,1.16388,13.354,628342844,34103,13.354,51,5,628342844,5
25554,-3.30599,9.62312,-1.61159,10.302,628342846,34104,10.302,5,6,628342846,-9
25555,-4.3088,12.5492,1.62915,13.368,628342848,34105,13.368,20,7,628342848,7
25556,-4.2686,12.4392,-1.61477,13.25,628342851,34106,13.25,11,8,628342851,-7
25557,-4.29451,12.5147,2.0956,13.396,628342853,34106,13.396,14,9,628342853,9
25558,-4.32154,12.6007,-1.16545,13.372,628342855,34107,13.372,20,10,628342855,-5
25559,-6.76622,19.74,4.05622,21.258,628342858,34108,21.258,1,11,628342858,11
25560,-4.38077,12.7879,-0.70842,13.536,628342860,34109,13.536,29,12,628342860,-3
25561,-4.37323,12.7804,-0.235782,13.51,628342864,34111,13.51,28,14,628342864,-1
25562,-6.37437,18.6392,5.27836,20.394,628342867,34112,20.394,2,15,628342867,15
25563,-1.88362,5.52992,-1.56534,6.048,628342887,34119,6.048,7,0,628342887,-15
25564,-4.31061,12.6623,0.233478,13.378,628342890,34120,13.378,51,1,628342890,1
25565,-2.19503,6.45156,-1.57331,6.994,628342892,34121,6.994,12,2,628342892,-13
25566,-4.27485,12.5645,0.695545,13.29,628342894,34121,13.29,23,3,628342894,3
25567,-2.61981,7.70445,-1.58181,8.29,628342897,34122,8.29,6,4,628342897,-11
25568,-4.23825,12.4712,1.15237,13.222,628342899,34123,13.222,48,5,628342899,5
25569,-3.26984,9.62712,-1.61034,10.294,628342901,34124,10.294,5,6,628342901,-9
25570,-4.23052,12.4627,1.61599,13.26,628342904,34125,13.26,20,7,628342904,7
25571,-4.21878,12.4352,-1.61233,13.23,628342906,34126,13.23,13,8,628342906,-7
25572,-4.21246,12.4238,2.07776,13.282,628342908,34127,13.282,14,9,628342908,9
25573,-4.24554,12.5213,-1.15673,13.272,628342911,34127,13.272,24,10,628342911,-5
25574,-4.29638,12.6858,-0.70193,13.412,628342915,34129,13.412,28,12,628342915,-3
25575,-4.28566,12.6687,-0.233443,13.376,628342920,34131,13.376,24,14,628342920,-1
25576,-6.27895,18.5717,5.25299,20.296,628342922,34132,20.296,6,15,628342922,15
25577,-1.86183,5.52914,-1.56327,6.04,628342943,34139,6.04,7,0,628342943,-15
25578,-4.22365,12.5503,0.23114,13.244,628342945,34140,13.244,46,1,628342945,1
25579,-2.17001,6.45179,-1.57151,6.986,628342947,34141,6.986,12,2,628342947,-13
25580,-4.19276,12.4657,0.689265,13.17,628342950,34141,13.17,21,3,628342950,3
25581,-2.59102,7.70797,-1.58066,8.284,628342952,34142,8.284,7,4,628342952,-11
25582,-4.15472,12.3669,1.14139,13.096,628342954,34143,13.096,40,5,628342954,5
25583,-3.23181,9.62536,-1.60815,10.28,628342957,34144,10.28,7,6,628342957,-9
25584,-4.14215,12.3438,1.59868,13.118,628342959,34145,13.118,22,7,628342959,7
25585,-4.14694,12.3652,-1.60136,13.14,628342961,34146,13.14,19,8,628342961,-7
25586,-4.13292,12.3234,2.05868,13.16,628342964,34146,13.16,12,9,628342964,9
25587,-4.16002,12.4114,-1.14523,13.14,628342966,34147,13.14,20,10,628342966,-5
25588,-4.21213,12.5814,-0.695336,13.286,628342970,34149,13.286,28,12,628342970,-3
25589,-4.20399,12.5717,-0.231384,13.258,628342975,34151,13.258,33,14,628342975,-1
25590,-6.2147,18.5953,5.25351,20.298,628342977,34152,20.298,6,15,628342977,15
25591,-1.84496,5.54294,-1.56534,6.048,628342998,34159,6.048,7,0,628342998,-15
25592,-4.14321,12.4549,0.229115,13.128,628343000,34160,13.128,40,1,628343000,1
25593,-2.14686,6.45748,-1.57106,6.984,628343003,34161,6.984,8,2,628343003,-13
25594,-4.1089,12.359,0.682566,13.042,628343005,34161,13.042,21,3,628343005,3
25595,-2.56658,7.72442,-1.58219,8.292,628343007,34162,8.292,7,4,628343007,-11
25596,-4.07448,12.2698,1.13111,12.978,628343010,34163,12.978,36,5,628343010,5
25597,-3.19508,9.62721,-1.60658,10.27,628343012,34164,10.27,5,6,628343012,-9
25598,-4.05842,12.2357,1.58284,12.988,628343014,34165,12.988,26,7,628343014,7
25599,-4.0619,12.2534,-1.58503,13.006,628343017,34166,13.006,32,8,628343017,-7
25600,-4.05321,12.2271,2.04022,13.042,628343019,34166,13.042,12,9,628343019,9
25601,-4.07845,12.3105,-1.13459,13.018,628343021,34167,13.018,27,10,628343021,-5
25602,-4.12301,12.4595,-0.687799,13.142,628343026,34169,13.142,27,12,628343026,-3
25603,-4.11741,12.4572,-0.22901,13.122,628343030,34171,13.122,26,14,628343030,-1
25604,-6.15702,18.6389,5.25972,20.322,628343033,34172,20.322,2,15,628343033,15
25605,-1.82742,5.55485,-1.56689,6.054,628343053,34179,6.054,7,0,628343053,-15
25606,-4.05724,12.3402,0.226742,12.992,628343056,34180,12.992,44,1,628343056,1
25607,-2.12492,6.46678,-1.57151,6.986,628343058,34181,6.986,10,2,628343058,-13
25608,-4.02583,12.2518,0.675867,12.914,628343060,34181,12.914,21,3,628343060,3
25609,-2.53899,7.73146,-1.58181,8.29,628343063,34182,8.29,7,4,628343063,-11
25610,-3.99311,12.1666,1.1203,12.854,628343065,34183,12.854,33,5,628343065,5
25611,-3.16454,9.64769,-1.60815,10.28,628343067,34184,10.28,5,6,628343067,-9
25612,-3.98476,12.1555,1.57065,12.888,628343069,34185,12.888,26,7,628343069,7
25613,-3.99686,12.1995,-1.57626,12.934,628343072,34186,12.934,16,8,628343072,-7
25614,-3.97422,12.1305,2.02176,12.924,628343074,34186,12.924,14,9,628343074,9
25615,-4.00507,12.2318,-1.12605,12.92,628343076,34187,12.92,18,10,628343076,-5
25616,-4.00607,12.2421,2.5038,13.122,628343079,34188,13.122,1,11,628343079,11
25617,-4.04038,12.3543,-0.681205,13.016,628343081,34189,13.016,27,12,628343081,-3
25618,-4.03478,12.3517,-0.226811,12.996,628343086,34191,12.996,22,14,628343086,-1
25619,-1.80324,5.54649,-1.56275,6.038,628343109,34199,6.038,7,0,628343109,-15
25620,-3.98077,12.2515,0.224857,12.884,628343111,34200,12.884,46,1,628343111,1
25621,-2.09993,6.46675,-1.56971,6.978,628343113,34201,6.978,10,2,628343113,-13
25622,-3.94973,12.1632,0.670214,12.806,628343116,34201,12.806,21,3,628343116,3
25623,-2.50774,7.72721,-1.57914,8.276,628343118,34202,8.276,7,4,628343118,-11
25624,-3.9168,12.0762,1.11071,12.744,628343120,34203,12.744,39,5,628343120,5
25625,-3.13084,9.65868,-1.60815,10.28,628343122,34204,10.28,5,6,628343122,-9
25626,-3.90744,12.0617,1.55676,12.774,628343125,34205,12.774,22,7,628343125,7
25627,-3.91817,12.102,-1.56188,12.816,628343127,34206,12.816,22,8,628343127,-7
25628,-3.89108,12.0183,2.0008,12.79,628343129,34206,12.79,12,9,628343129,9
25629,-3.91757,12.1074,-1.11333,12.774,628343132,34207,12.774,20,10,628343132,-5
25630,-3.9609,12.2485,2.50227,13.114,628343134,34208,13.114,1,11,628343134,11
25631,-3.96222,12.26,-0.675238,12.902,628343136,34209,12.902,25,12,628343136,-3
25632,-3.95048,12.2382,-0.224473,12.862,628343141,34211,12.862,31,14,628343141,-1
25633,-1.78445,5.55459,-1.56327,6.04,628343164,34219,6.04,10,0,628343164,-15
25634,-3.89947,12.1454,0.222658,12.758,628343166,34220,12.758,48,1,628343166,1
25635,-2.0821,6.48888,-1.57331,6.994,628343169,34221,6.994,12,2,628343169,-13
25636,-3.87307,12.0704,0.664353,12.694,628343171,34221,12.694,21,3,628343171,3
25637,-2.48075,7.73591,-1.57914,8.276,628343173,34222,8.276,7,4,628343173,-11
25638,-3.83753,11.9741,1.10008,12.622,628343175,34223,12.622,36,5,628343175,5
25639,-3.0959,9.66579,-1.60752,10.276,628343178,34224,10.276,5,6,628343178,-9
25640,-3.83202,11.9712,1.54335,12.664,628343180,34225,12.664,26,7,628343180,7
25641,-3.84022,12.004,-1.5475,12.698,628343182,34226,12.698,24,8,628343182,-7
25642,-3.813,11.919,1.98202,12.67,628343185,34226,12.67,12,9,628343185,9
25643,-3.83767,12.0033,-1.10252,12.65,628343187,34227,12.65,20,10,628343187,-5
25644,-3.80757,11.9163,2.43167,12.744,628343189,34228,12.744,7,11,628343189,11
25645,-3.87869,12.1462,-0.668225,12.768,628343192,34229,12.768,25,12,628343192,-3
25646,-3.93882,12.3419,2.99095,13.296,628343194,34230,13.296,3,13,628343194,13
25647,-3.87128,12.1376,-0.222379,12.742,628343196,34231,12.742,24,14,628343196,-1
25648,-1.76681,5.56631,-1.56482,6.046,628343219,34239,6.046,7,0,628343219,-15
25649,-3.82016,12.0427,0.220529,12.636,628343222,34240,12.636,38,1,628343222,1
25650,-2.05237,6.47382,-1.56791,6.97,628343224,34241,6.97,12,2,628343224,-13
25651,-3.79651,11.9754,0.658386,12.58,628343226,34241,12.58,19,3,628343226,3
25652,-2.45611,7.75201,-1.58066,8.284,628343228,34242,8.284,7,4,628343228,-11
25653,-3.76263,11.8829,1.09049,12.512,628343231,34243,12.512,42,5,628343231,5
25654,-3.0538,9.65017,-1.60314,10.248,628343233,34244,10.248,5,6,628343233,-9
25655,-3.75071,11.8596,1.52727,12.532,628343235,34245,12.532,22,7,628343235,7
25656,-3.77436,11.9417,-1.53775,12.618,628343238,34246,12.618,35,8,628343238,-7
25657,-3.73894,11.8368,1.96607,12.568,628343240,34247,12.568,14,9,628343240,9
25658,-3.76154,11.9083,-1.09258,12.536,628343242,34247,12.536,27,10,628343242,-5
25659,-3.72694,11.806,2.40648,12.612,628343245,34248,12.612,13,11,628343245,11
25660,-3.80743,12.0683,-0.663201,12.672,628343247,34249,12.672,30,12,628343247,-3
25661,-3.89571,12.3556,2.99095,13.296,628343249,34250,13.296,13,13,628343249,13
25662,-3.79523,12.0443,-0.220424,12.63,628343252,34251,12.63,29,14,628343252,-1
25663,-4.97703,15.8043,4.43978,17.154,628343254,34252,17.154,1,15,628343254,15
25664,-1.74216,5.55586,-1.56016,6.028,628343275,34259,6.028,10,0,628343275,-15
25665,-3.74402,11.9472,0.218539,12.522,628343277,34260,12.522,51,1,628343277,1
25666,-2.0286,6.47722,-1.56701,6.966,628343279,34261,6.966,12,2,628343279,-13
25667,-3.72006,11.878,0.652315,12.464,628343281,34261,12.464,19,3,628343281,3
25668,-2.42786,7.75679,-1.5799,8.28,628343284,34262,8.28,8,4,628343284,-11
25669,-3.6902,11.7971,1.08143,12.408,628343286,34263,12.408,40,5,628343286,5
25670,-3.01774,9.65323,-1.60189,10.24,628343288,34264,10.24,5,6,628343288,-9
25671,-3.67732,11.7703,1.5141,12.424,628343291,34265,12.424,24,7,628343291,7
25672,-3.69597,11.8373,-1.52264,12.494,628343293,34266,12.494,26,8,628343293,-7
25673,-3.67082,11.7567,1.95074,12.47,628343295,34266,12.47,12,9,628343295,9
25674,-3.68909,11.8225,-1.08352,12.432,628343298,34267,12.432,27,10,628343298,-5
25675,-3.65415,11.7177,2.38588,12.504,628343300,34268,12.504,8,11,628343300,11
25676,-3.72843,11.9633,-0.656712,12.548,628343302,34269,12.548,30,12,628343302,-3
25677,-3.83459,12.3115,2.977,13.234,628343305,34270,13.234,1,13,628343305,13
25678,-3.72345,11.962,-0.218679,12.53,628343307,34271,12.53,26,14,628343307,-1
25679,-1.72791,5.57851,-1.56482,6.046,628343330,34279,6.046,7,0,628343330,-15
25680,-3.66918,11.8532,0.216584,12.41,628343332,34280,12.41,51,1,628343332,1
25681,-2.00482,6.48054,-1.56611,6.962,628343334,34281,6.962,10,2,628343334,-13
25682,-3.64611,11.786,0.646558,12.354,628343337,34281,12.354,21,3,628343337,3
25683,-2.39381,7.74271,-1.57532,8.256,628343339,34282,8.256,8,4,628343339,-11
25684,-3.61842,11.7109,1.07236,12.304,628343341,34283,12.304,40,5,628343341,5
25685,-2.99277,9.69201,-1.60658,10.27,628343344,34284,10.27,5,6,628343344,-9
25686,-3.6046,11.6807,1.50094,12.316,628343346,34285,12.316,22,7,628343346,7
25687,-3.61894,11.7344,-1.50777,12.372,628343348,34286,12.372,24,8,628343348,-7
25688,-3.59221,11.6549,1.93165,12.348,628343351,34287,12.348,14,9,628343351,9
25689,-3.61435,11.7268,-1.07358,12.318,628343353,34287,12.318,20,10,628343353,-5
25690,-3.58375,11.6347,2.36641,12.402,628343355,34288,12.402,8,11,628343355,11
25691,-3.65845,11.8846,-0.651687,12.452,628343357,34289,12.452,26,12,628343357,-3
25692,-3.64376,11.8442,2.86093,12.718,628343360,34290,12.718,3,13,628343360,13
25693,-3.64171,11.8449,-0.216305,12.394,628343362,34291,12.394,27,14,628343362,-1
25694,-1.70827,5.58052,-1.56378,6.042,628343385,34298,6.042,7,0,628343385,-15
25695,-3.5889,11.7314,0.214141,12.27,628343387,34299,12.27,51,1,628343387,1
25696,-1.98788,6.50206,-1.56971,6.978,628343390,34300,6.978,12,2,628343390,-13
25697,-3.57227,11.6917,0.640697,12.242,628343392,34301,12.242,21,3,628343392,3
25698,-2.36582,7.7431,-1.57379,8.248,628343394,34301,8.248,7,4,628343394,-11
25699,-3.54872,11.6219,1.06313,12.198,628343397,34302,12.198,43,5,628343397,5
25700,-2.95888,9.69622,-1.60564,10.264,628343399,34303,10.264,7,6,628343399,-9
25701,-3.53689,11.5976,1.48876,12.216,628343401,34304,12.216,24,7,628343401,7
25702,-3.5476,11.64,-1.49412,12.26,628343404,34305,12.26,16,8,628343404,-7
25703,-3.52275,11.5585,1.91382,12.234,628343406,34305,12.234,15,9,628343406,9
25704,-3.54119,11.6262,-1.0633,12.2,628343408,34306,12.2,18,10,628343408,-5
25705,-3.51428,11.5451,2.34581,12.294,628343410,34307,12.294,8,11,628343410,11
25706,-3.52834,11.5986,-0.635359,12.14,628343413,34308,12.14,37,12,628343413,-3
25707,-3.64867,12.0017,2.89602,12.874,628343415,34309,12.874,11,13,628343415,13
25708,-3.52045,11.5872,-0.211384,12.112,628343417,34310,12.112,32,14,628343417,-1
25709,-5.69456,18.743,5.24885,20.28,628343420,34310,20.28,4,15,628343420,15
25710,-1.68542,5.57535,-1.56068,6.03,628343440,34318,6.03,7,0,628343440,-15
25711,-3.48432,11.5333,0.210302,12.05,628343443,34319,12.05,48,1,628343443,1
25712,-1.96968,6.52389,-1.57331,6.994,628343445,34320,6.994,10,2,628343445,-13
25713,-3.50374,11.6123,0.635673,12.146,628343447,34321,12.146,21,3,628343447,3
25714,-2.33765,7.74755,-1.57303,8.244,628343450,34321,8.244,8,4,628343450,-11
25715,-3.4765,11.5293,1.05354,12.088,628343452,34322,12.088,40,5,628343452,5
25716,-2.91818,9.68379,-1.60189,10.24,628343454,34323,10.24,7,6,628343454,-9
25717,-3.47006,11.5225,1.47754,12.124,628343457,34324,12.124,22,7,628343457,7
25718,-3.47434,11.544,-1.48023,12.146,628343459,34325,12.146,16,8,628343459,-7
25719,-3.4559,11.49,1.90037,12.148,628343461,34326,12.148,14,9,628343461,9
25720,-3.46271,11.5126,-1.0518,12.068,628343463,34326,12.068,24,10,628343463,-5
25721,-3.44344,11.4558,2.3252,12.186,628343466,34327,12.186,8,11,628343466,11
25722,-3.44703,11.475,-0.627927,11.998,628343468,34328,11.998,23,12,628343468,-3
25723,-3.55745,11.8501,2.85643,12.698,628343470,34329,12.698,1,13,628343470,13
25724,-3.44952,11.4979,-0.209534,12.006,628343473,34330,12.006,32,14,628343473,-1
25725,-1.66761,5.58675,-1.56223,6.036,628343496,34338,6.036,10,0,628343496,-15
25726,-3.41088,11.4343,0.208277,11.934,628343498,34339,11.934,46,1,628343498,1
25727,-1.93353,6.4859,-1.56251,6.946,628343500,34340,6.946,12,2,628343500,-13
25728,-3.43068,11.5153,0.629706,12.032,628343503,34341,12.032,21,3,628343503,3
25729,-2.31395,7.76695,-1.57532,8.256,628343505,34341,8.256,7,4,628343505,-11
25730,-3.41235,11.4611,1.04622,12.004,628343507,34342,12.004,40,5,628343507,5
25731,-2.88661,9.70149,-1.60314,10.248,628343510,34343,10.248,7,6,628343510,-9
25732,-3.40266,11.4432,1.46584,12.028,628343512,34344,12.028,22,7,628343512,7
25733,-3.39727,11.4323,-1.46438,12.016,628343514,34345,12.016,21,8,628343514,-7
25734,-3.38852,11.4029,1.8841,12.044,628343516,34345,12.044,14,9,628343516,9
25735,-3.38733,11.4062,-1.04099,11.944,628343519,34346,11.944,27,10,628343519,-5
25736,-3.3688,11.351,2.30154,12.062,628343521,34347,12.062,8,11,628343521,11
25737,-3.38026,11.397,-0.623007,11.904,628343523,34348,11.904,47,12,628343523,-3
25738,-3.46733,11.698,2.81684,12.522,628343526,34349,12.522,1,13,628343526,13
25739,-3.37756,11.4025,-0.207579,11.894,628343528,34350,11.894,37,14,628343528,-1
25740,-4.58857,15.4908,4.32901,16.726,628343530,34350,16.726,1,15,628343530,15
25741,-1.65083,5.60181,-1.56482,6.046,628343551,34358,6.046,7,0,628343551,-15
25742,-3.34327,11.3521,0.206567,11.836,628343553,34359,11.836,64,1,628343553,1
25743,-1.91088,6.49261,-1.56251,6.946,628343556,34360,6.946,12,2,628343556,-13
25744,-3.36454,11.4391,0.624891,11.94,628343558,34361,11.94,20,3,628343558,3
25745,-2.28461,7.76745,-1.57379,8.248,628343560,34361,8.248,7,4,628343560,-11
25746,-3.34367,11.3755,1.03733,11.902,628343563,34362,11.902,39,5,628343563,5
25747,-2.84438,9.68308,-1.59845,10.218,628343565,34363,10.218,7,6,628343565,-9
25748,-3.32914,11.3407,1.45122,11.908,628343567,34364,11.908,19,7,628343567,7
25749,-3.33946,11.3832,-1.45658,11.952,628343569,34365,11.952,15,8,628343569,-7
25750,-3.32169,11.3299,1.87002,11.954,628343572,34366,11.954,11,9,628343572,9
25751,-3.33124,11.3625,-1.03593,11.886,628343574,34366,11.886,31,10,628343574,-5
25752,-3.30652,11.2855,2.28589,11.98,628343576,34367,11.98,5,11,628343576,11
25753,-3.32306,11.3493,-0.619762,11.842,628343579,34368,11.842,40,12,628343579,-3
25754,-3.32932,11.3854,-0.207055,11.864,628343583,34370,11.864,53,14,628343583,-1
25755,-1.63018,5.60382,-1.56378,6.042,628343606,34378,6.042,7,0,628343606,-15
25756,-3.30808,11.3791,0.206846,11.852,628343609,34379,11.852,88,1,628343609,1
25757,-1.89038,6.50673,-1.56431,6.954,628343611,34380,6.954,12,2,628343611,-13
25758,-3.29396,11.3453,0.619134,11.83,628343613,34381,11.83,22,3,628343613,3
25759,-2.25201,7.75652,-1.56998,8.228,628343616,34381,8.228,7,4,628343616,-11
25760,-3.27618,11.2914,1.02861,11.802,628343618,34382,11.802,34,5,628343618,5
25761,-2.81551,9.71002,-1.60126,10.236,628343620,34383,10.236,7,6,628343620,-9
25762,-3.26578,11.2703,1.44074,11.822,628343622,34384,11.822,17,7,628343622,7
25763,-3.27596,11.3128,-1.4461,11.866,628343625,34385,11.866,24,8,628343625,-7
25764,-3.25224,11.2308,1.85187,11.838,628343627,34385,11.838,14,9,628343627,9
25765,-3.26885,11.2956,-1.02879,11.804,628343629,34386,11.804,36,10,628343629,-5
25766,-3.23984,11.2027,2.26681,11.88,628343632,34387,11.88,7,11,628343632,11
25767,-3.28121,11.3531,-0.619344,11.834,628343634,34388,11.834,57,12,628343634,-3
25768,-3.31528,11.4785,2.75835,12.262,628343636,34389,12.262,10,13,628343636,13
25769,-3.28623,11.3854,-0.206846,11.852,628343639,34390,11.852,66,14,628343639,-1
25770,-1.60848,5.60205,-1.56171,6.034,628343662,34398,6.034,7,0,628343662,-15
25771,-3.25897,11.3579,0.206253,11.818,628343664,34399,11.818,58,1,628343664,1
25772,-1.86766,6.51329,-1.56431,6.954,628343666,34400,6.954,12,2,628343666,-13
25773,-3.22463,11.253,0.613482,11.722,628343669,34401,11.722,25,3,628343669,3
25774,-2.22059,7.74924,-1.56692,8.212,628343671,34401,8.212,5,4,628343671,-11
25775,-3.20823,11.2032,1.01955,11.698,628343673,34402,11.698,42,5,628343673,5
25776,-2.77834,9.7084,-1.59939,10.224,628343675,34403,10.224,7,6,628343675,-9
25777,-3.20022,11.19,1.42904,11.726,628343678,34404,11.726,21,7,628343678,7
25778,-3.20918,11.2287,-1.43391,11.766,628343680,34405,11.766,30,8,628343680,-7
25779,-3.18859,11.1567,1.83779,11.748,628343682,34405,11.748,13,9,628343682,9
25780,-3.2015,11.2092,-1.0199,11.702,628343685,34406,11.702,24,10,628343685,-5
25781,-3.17431,11.1214,2.24811,11.782,628343687,34407,11.782,14,11,628343687,11
25782,-3.23498,11.3415,-0.618088,11.81,628343689,34408,11.81,32,12,628343689,-3
25783,-3.27573,11.4919,2.7588,12.264,628343692,34409,12.264,30,13,628343692,13
25784,-3.22784,11.3314,-0.205659,11.784,628343694,34410,11.784,37,14,628343694,-1
25785,-1.58365,5.58905,-1.55654,6.014,628343717,34418,6.014,7,0,628343717,-15
25786,-3.18661,11.2538,0.204158,11.698,628343719,34419,11.698,48,1,628343719,1
25787,-1.84597,6.52352,-1.56521,6.958,628343722,34420,6.958,12,2,628343722,-13
25788,-3.16554,11.1868,0.609295,11.642,628343724,34420,11.642,22,3,628343724,3
25789,-2.19727,7.77016,-1.56959,8.226,628343726,34421,8.226,6,4,628343726,-11
25790,-3.14363,11.1242,1.01136,11.604,628343728,34422,11.604,35,5,628343728,5
25791,-2.73745,9.69332,-1.59532,10.198,628343731,34423,10.198,7,6,628343731,-9
25792,-3.13418,11.1056,1.41685,11.626,628343733,34424,11.626,21,7,628343733,7
25793,-3.14949,11.1672,-1.42465,11.69,628343735,34425,11.69,18,8,628343735,-7
25794,-3.12067,11.0651,1.8209,11.64,628343738,34425,11.64,13,9,628343738,9
25795,-3.13316,11.1168,-1.01048,11.594,628343740,34426,11.594,22,10,628343740,-5
25796,-3.10673,11.0304,2.2275,11.674,628343742,34427,11.674,18,11,628343742,11
25797,-3.17427,11.2777,-0.614005,11.732,628343745,34428,11.732,35,12,628343745,-3
25798,-3.16284,11.2522,-0.204019,11.69,628343749,34430,11.69,37,14,628343749,-1
25799,-1.56933,5.61315,-1.56171,6.034,628343772,34438,6.034,7,0,628343772,-15
25800,-3.12202,11.1743,0.202518,11.604,628343775,34439,11.604,50,1,628343775,1
25801,-1.81795,6.51115,-1.56071,6.938,628343777,34440,6.938,12,2,628343777,-13
25802,-3.10123,11.1074,0.604376,11.548,628343779,34440,11.548,20,3,628343779,3
25803,-2.17013,7.77779,-1.56959,8.226,628343781,34441,8.226,7,4,628343781,-11
25804,-3.07963,11.0449,1.00316,11.51,628343784,34442,11.51,42,5,628343784,5
25805,-2.70307,9.70092,-1.59501,10.196,628343786,34443,10.196,7,6,628343786,-9
25806,-3.07037,11.0265,1.4054,11.532,628343788,34444,11.532,21,7,628343788,7
25807,-3.08547,11.0883,-1.4132,11.596,628343791,34445,11.596,13,8,628343791,-7
25808,-3.05892,11.0003,1.80838,11.56,628343793,34446,11.56,13,9,628343793,9
25809,-3.07085,11.0432,-1.00281,11.506,628343795,34446,11.506,20,10,628343795,-5
25810,-3.04455,10.956,2.21033,11.584,628343798,34447,11.584,27,11,628343798,11
25811,-3.10816,11.1925,-0.608772,11.632,628343800,34448,11.632,35,12,628343800,-3
25812,-3.09361,11.1552,-0.202064,11.578,628343804,34450,11.578,37,14,628343804,-1
25813,-1.54968,5.61459,-1.56068,6.03,628343828,34457,6.03,7,0,628343828,-15
25814,-3.06049,11.0959,0.200912,11.512,628343830,34458,11.512,52,1,628343830,1
25815,-1.79738,6.5209,-1.56161,6.942,628343832,34459,6.942,12,2,628343832,-13
25816,-3.03751,11.0276,0.599456,11.454,628343834,34460,11.454,22,3,628343834,3
25817,-2.14381,7.78305,-1.56921,8.224,628343837,34460,8.224,7,4,628343837,-11
25818,-3.01814,10.9648,0.99497,11.416,628343839,34461,11.416,38,5,628343839,5
25819,-2.66984,9.70602,-1.59438,10.192,628343841,34462,10.192,10,6,628343841,-9
25820,-3.01274,10.9601,1.39565,11.452,628343844,34463,11.452,21,7,628343844,7
25821,-3.0224,11.0027,-1.40101,11.496,628343846,34464,11.496,19,8,628343846,-7
25822,-2.9989,10.9247,1.7943,11.47,628343848,34465,11.47,14,9,628343848,9
25823,-3.00785,10.9573,-0.994098,11.406,628343851,34465,11.406,20,10,628343851,-5
25824,-2.98379,10.8771,2.1924,11.49,628343853,34466,11.49,30,11,628343853,11
25825,-3.04357,11.1026,-0.603329,11.528,628343855,34467,11.528,42,12,628343855,-3
